year,buyer,buyer_sales,seller,seller_sector,total_trans
2004,217,5984.5796,31,13,245.20763
2004,217,5984.5796,38,14,247.25713
2004,217,5984.5796,1,2,197.85616
2004,217,5984.5796,3,18,227.07608
2004,217,5984.5796,41,5,216.9953
2004,217,5984.5796,30,12,235.06651
2004,217,5984.5796,23,7,283.88843
2005,217,8255.6787,12,11,212.72752
2005,217,8255.6787,5,1,208.74608
2005,217,8255.6787,50,12,234.15363
2005,217,8255.6787,33,9,241.02509
2005,217,8255.6787,50,17,228.74965
2005,217,8255.6787,3,18,231.31212
2005,217,8255.6787,39,8,226.77397
2005,217,8255.6787,48,6,234.72423
2005,217,8255.6787,14,16,237.32446
2005,217,8255.6787,37,19,226.89844
2005,217,8255.6787,38,14,233.94946
2005,217,8255.6787,40,3,243.60443
2005,217,8255.6787,43,4,213.32774
2005,217,8255.6787,5,5,220.22978
2005,217,8255.6787,1,2,185.04352
2005,217,8255.6787,31,13,227.58661
2005,217,8255.6787,48,15,222.46739
2005,217,8255.6787,23,7,200.41106
2005,217,8255.6787,14,10,226.62367
2006,217,7377.1641,23,7,197.45016
2006,217,7377.1641,37,19,250.96304
2006,217,7377.1641,15,17,204.62244
2006,217,7377.1641,39,8,226.87994
2006,217,7377.1641,39,4,216.64545
2006,217,7377.1641,31,14,267.8396
2006,217,7377.1641,5,5,213.21088
2006,217,7377.1641,50,12,225.93773
2006,217,7377.1641,33,9,260.05984
2006,217,7377.1641,48,6,217.80202
2006,217,7377.1641,3,18,258.96036
2006,217,7377.1641,31,13,254.90273
2006,217,7377.1641,48,15,217.75551
2006,217,7377.1641,14,16,222.32156
2006,217,7377.1641,1,10,240.94141
2006,217,7377.1641,5,2,232.83919
2006,217,7377.1641,31,3,203.66675
2006,217,7377.1641,30,1,237.93839
2006,217,7377.1641,2,11,226.42711
2007,217,4045.2295,31,3,234.90613
2007,217,4045.2295,1,10,219.72859
2007,217,4045.2295,40,15,236.12625
2007,217,4045.2295,3,18,238.13078
2007,217,4045.2295,31,13,229.35275
2007,217,4045.2295,25,6,249.45645
2007,217,4045.2295,39,14,251.31473
2007,217,4045.2295,37,19,282.68164
2007,217,4045.2295,15,17,225.97055
2007,217,4045.2295,5,5,219.02151
2007,217,4045.2295,44,12,270.94095
2007,217,4045.2295,2,11,230.21559
2007,217,4045.2295,33,9,259.7262
2007,217,4045.2295,30,1,237.631
2007,217,4045.2295,39,4,237.51035
2007,217,4045.2295,14,16,181.12209
2007,217,4045.2295,23,7,241.394
2008,217,3184.0247,25,6,185.00128
2008,217,3184.0247,15,17,247.67801
2008,217,3184.0247,1,10,238.06485
2008,217,3184.0247,44,12,206.82138
2008,217,3184.0247,31,3,260.06961
2008,217,3184.0247,39,8,208.29494
2008,217,3184.0247,23,7,194.40326
2008,217,3184.0247,40,15,226.05357
2008,217,3184.0247,42,14,226.64011
2008,217,3184.0247,30,1,199.26167
2008,217,3184.0247,29,18,244.91243
2008,217,3184.0247,2,11,288.6662
2008,217,3184.0247,33,9,234.77667
2008,217,3184.0247,5,5,223.38068
2009,217,3639.3328,29,11,242.55995
2009,217,3639.3328,31,3,231.99963
2009,217,3639.3328,30,1,197.14557
2009,217,3639.3328,44,12,236.28931
2009,217,3639.3328,15,17,268.68973
2009,217,3639.3328,39,8,249.12491
2009,217,3639.3328,1,10,247.33179
2009,217,3639.3328,19,9,223.95152
2009,217,3639.3328,42,14,220.50652
2009,217,3639.3328,25,6,211.89354
2009,217,3639.3328,14,16,230.97627
2009,217,3639.3328,23,7,212.46616
2009,217,3639.3328,37,19,205.36032
2009,217,3639.3328,8,2,228.05159
2009,217,3639.3328,29,18,224.60204
2009,217,3639.3328,11,4,208.38387
2010,217,3429.0408,11,4,239.70732
2010,217,3429.0408,20,11,250.73021
2010,217,3429.0408,19,9,255.97614
2010,217,3429.0408,31,3,222.29109
2010,217,3429.0408,15,17,230.5284
2010,217,3429.0408,5,5,233.38797
2010,217,3429.0408,14,16,231.52856
2010,217,3429.0408,16,6,220.1891
2010,217,3429.0408,23,7,226.40161
2010,217,3429.0408,43,18,211.11052
2010,217,3429.0408,19,15,237.62756
2010,217,3429.0408,37,19,247.84366
2010,217,3429.0408,42,14,224.07919
2010,217,3429.0408,8,2,187.53583
2010,217,3429.0408,1,10,210.10353
2010,218,5366.4868,31,17,253.12259
2010,218,5366.4868,30,14,237.70686
2010,218,5366.4868,1,4,241.04718
2010,218,5366.4868,36,11,200.28929
2010,218,5366.4868,23,1,240.1461
2010,218,5366.4868,33,7,200.35786
2010,218,5366.4868,20,15,227.40279
2010,218,5366.4868,39,18,230.93686
2010,218,5366.4868,34,2,214.55519
2010,218,5366.4868,25,6,224.54662
2010,218,5366.4868,47,3,225.14439
2010,218,5366.4868,9,12,268.38483
2010,218,5366.4868,6,8,192.31485
2010,218,5366.4868,43,10,248.07298
2010,218,5366.4868,11,9,220.98441
2010,218,5366.4868,34,16,255.24113
2010,218,5366.4868,43,19,241.67659
2010,218,5366.4868,23,13,229.26352
2010,218,5366.4868,36,5,215.29263
2010,219,6685.0278,20,6,216.30722
2010,219,6685.0278,46,7,239.78375
2010,219,6685.0278,47,3,217.40057
2010,219,6685.0278,2,12,242.16618
2010,219,6685.0278,9,11,238.03807
2010,219,6685.0278,22,10,220.76579
2010,219,6685.0278,46,2,207.53941
2010,219,6685.0278,8,8,219.61024
2010,219,6685.0278,49,5,209.14786
2010,219,6685.0278,16,13,259.46918
2010,219,6685.0278,5,4,194.71461
2010,219,6685.0278,13,1,220.0851
2008,220,4740.1997,33,15,253.86263
2008,220,4740.1997,34,7,220.76627
2008,220,4740.1997,50,10,245.36899
2008,220,4740.1997,25,18,257.05215
2008,220,4740.1997,42,6,205.20239
2008,220,4740.1997,42,5,219.40498
2008,220,4740.1997,17,19,194.27782
2008,220,4740.1997,7,20,273.43695
2008,220,4740.1997,2,4,237.77663
2008,220,4740.1997,11,1,211.10123
2008,220,4740.1997,21,13,248.02748
2008,220,4740.1997,19,12,281.54773
2008,220,4740.1997,32,11,211.36607
2008,220,4740.1997,38,3,233.06908
2008,220,4740.1997,26,9,242.74017
2008,220,4740.1997,11,2,205.1991
2009,220,6597.1787,48,8,192.07565
2009,220,6597.1787,11,1,205.91245
2009,220,6597.1787,42,5,203.07021
2009,220,6597.1787,30,16,252.83199
2009,220,6597.1787,41,12,255.15137
2009,220,6597.1787,32,11,202.19856
2009,220,6597.1787,20,17,242.88029
2009,220,6597.1787,18,14,239.00745
2009,220,6597.1787,45,19,222.62949
2009,220,6597.1787,7,20,248.39082
2009,220,6597.1787,25,18,215.90433
2009,220,6597.1787,38,3,253.894
2009,220,6597.1787,34,7,259.09445
2009,220,6597.1787,26,9,242.70366
2009,220,6597.1787,21,13,226.74648
2009,220,6597.1787,42,6,194.46799
2009,220,6597.1787,37,15,248.83711
2009,220,6597.1787,50,10,268.98926
2009,220,6597.1787,4,4,233.4559
2009,220,6597.1787,3,2,188.93739
2010,220,7658.7539,3,2,175.81372
2010,220,7658.7539,20,17,226.88022
2010,220,7658.7539,42,6,244.39784
2010,220,7658.7539,30,16,263.71964
2010,220,7658.7539,38,3,230.83368
2010,220,7658.7539,42,5,227.90761
2010,220,7658.7539,37,15,204.37206
2010,220,7658.7539,11,1,239.11183
2010,220,7658.7539,32,11,235.35762
2010,220,7658.7539,7,18,230.20238
2010,220,7658.7539,15,7,254.58214
2010,220,7658.7539,50,14,257.86963
2010,220,7658.7539,26,9,190.21844
2010,220,7658.7539,48,8,203.66617
2010,220,7658.7539,41,12,219.11877
2010,220,7658.7539,7,20,285.1409
2010,220,7658.7539,4,4,261.83435
2010,220,7658.7539,21,13,249.73082
2010,220,7658.7539,50,10,222.85658
2010,220,7658.7539,45,19,235.13937
2003,221,6791.2627,31,5,215.36327
2003,221,6791.2627,36,3,267.62302
2003,221,6791.2627,5,12,245.52737
2003,221,6791.2627,12,18,245.49443
2003,221,6791.2627,37,14,225.40536
2003,221,6791.2627,29,15,246.78136
2003,221,6791.2627,48,6,266.18539
2003,221,6791.2627,10,11,243.7514
2003,221,6791.2627,41,13,256.71777
2003,221,6791.2627,44,2,207.42308
2003,221,6791.2627,21,10,258.08646
2003,221,6791.2627,3,20,213.05392
2003,221,6791.2627,46,16,242.70355
2003,221,6791.2627,5,8,205.79318
2003,221,6791.2627,33,1,221.02161
2003,221,6791.2627,35,19,256.84909
2003,221,6791.2627,38,4,239.14632
2003,221,6791.2627,41,9,238.16254
2003,221,6791.2627,3,7,232.35678
2003,221,6791.2627,32,17,263.81653
2004,221,4766.4512,36,3,206.01791
2004,221,4766.4512,40,14,243.65302
2004,221,4766.4512,5,8,222.91112
2004,221,4766.4512,37,6,218.25984
2004,221,4766.4512,3,20,229.02521
2004,221,4766.4512,34,7,239.93489
2004,221,4766.4512,31,5,231.49257
2004,221,4766.4512,33,1,270.82056
2004,221,4766.4512,5,12,189.2009
2004,221,4766.4512,44,2,254.35503
2004,221,4766.4512,21,10,233.27267
2004,221,4766.4512,41,13,233.54816
2004,221,4766.4512,3,15,267.86469
2004,221,4766.4512,4,16,245.02057
2004,221,4766.4512,26,4,234.29427
2004,221,4766.4512,32,17,259.2652
2004,221,4766.4512,10,11,222.0554
2004,221,4766.4512,12,18,269.62473
2004,221,4766.4512,31,19,257.89035
2004,221,4766.4512,41,9,237.94389
2005,221,5020.958,17,16,245.07716
2005,221,5020.958,23,9,244.82417
2005,221,5020.958,10,11,217.89299
2005,221,5020.958,5,12,219.28145
2005,221,5020.958,16,13,255.99472
2005,221,5020.958,40,5,210.83459
2005,221,5020.958,49,14,249.12589
2005,221,5020.958,31,19,262.42502
2005,221,5020.958,12,7,231.41017
2005,221,5020.958,12,18,269.39893
2005,221,5020.958,3,20,230.5119
2005,221,5020.958,36,3,231.694
2005,221,5020.958,32,17,244.44794
2005,221,5020.958,5,8,267.17725
2005,221,5020.958,37,6,214.96046
2005,221,5020.958,44,4,198.41226
2005,221,5020.958,33,1,227.4892
2006,221,4249.8755,10,11,242.00287
2006,221,4249.8755,44,2,221.08009
2006,221,4249.8755,5,19,224.47215
2006,221,4249.8755,26,12,232.73607
2006,221,4249.8755,16,10,250.77397
2006,221,4249.8755,16,13,232.44325
2006,221,4249.8755,44,4,241.88098
2006,221,4249.8755,3,15,262.7435
2006,221,4249.8755,10,6,245.70543
2006,221,4249.8755,17,16,253.35159
2006,221,4249.8755,32,17,242.28911
2006,221,4249.8755,40,5,244.30609
2006,221,4249.8755,33,1,243.97092
2006,221,4249.8755,3,20,236.73015
2006,221,4249.8755,12,18,219.16833
2006,221,4249.8755,12,7,217.61938
2006,221,4249.8755,36,3,224.37099
2006,221,4249.8755,5,8,214.2305
2007,221,4420.6089,3,20,220.31912
2007,221,4420.6089,16,10,223.8093
2007,221,4420.6089,16,13,240.95642
2007,221,4420.6089,23,9,250.95581
2007,221,4420.6089,40,5,226.716
2007,221,4420.6089,17,16,240.76173
2007,221,4420.6089,10,6,217.44499
2007,221,4420.6089,7,15,241.28302
2007,221,4420.6089,44,2,219.53754
2007,221,4420.6089,7,1,240.59103
2007,221,4420.6089,10,11,207.52252
2007,221,4420.6089,5,8,236.09126
2007,221,4420.6089,5,19,258.46176
2007,221,4420.6089,32,14,239.33835
2007,221,4420.6089,36,3,226.9485
2007,221,4420.6089,12,7,219.78169
2007,221,4420.6089,12,18,206.46854
2007,221,4420.6089,44,4,241.36163
2007,221,4420.6089,26,12,262.25967
2008,221,3618.5435,40,6,199.33423
2008,221,3618.5435,17,16,209.27745
2008,221,3618.5435,18,20,225.8382
2008,221,3618.5435,16,13,243.35519
2008,221,3618.5435,40,5,218.12787
2008,221,3618.5435,7,15,241.63393
2008,221,3618.5435,36,3,220.31725
2008,221,3618.5435,32,17,234.34607
2008,221,3618.5435,16,10,226.5508
2008,221,3618.5435,12,8,228.75586
2008,221,3618.5435,15,1,218.25569
2008,221,3618.5435,12,7,216.19359
2008,221,3618.5435,5,19,264.4097
2008,221,3618.5435,12,18,249.60922
2008,221,3618.5435,14,12,198.02303
2008,221,3618.5435,32,14,224.51529
2009,221,4359.0215,16,13,212.96619
2009,221,4359.0215,40,6,232.01279
2009,221,4359.0215,23,9,219.00006
2009,221,4359.0215,44,2,221.97511
2009,221,4359.0215,12,18,252.04596
2009,221,4359.0215,32,14,247.70419
2009,221,4359.0215,12,7,242.4191
2009,221,4359.0215,36,3,229.99777
2009,221,4359.0215,17,1,226.08253
2009,221,4359.0215,10,11,256.91852
2009,221,4359.0215,12,8,168.14285
2009,221,4359.0215,18,20,243.03508
2009,221,4359.0215,14,12,208.92915
2009,221,4359.0215,5,19,217.98239
2009,221,4359.0215,10,15,231.1978
2009,221,4359.0215,24,16,259.16797
2009,221,4359.0215,32,17,246.22618
2009,221,4359.0215,16,10,244.79495
2009,221,4359.0215,40,5,198.42288
2010,221,4916.2261,16,9,233.54155
2010,221,4916.2261,10,11,222.15649
2010,221,4916.2261,40,6,242.99176
2010,221,4916.2261,19,4,236.09888
2010,221,4916.2261,16,10,242.68567
2010,221,4916.2261,47,20,236.34587
2010,221,4916.2261,10,15,231.40942
2010,221,4916.2261,22,19,238.45801
2010,221,4916.2261,26,2,199.13678
2010,221,4916.2261,24,16,237.75211
2010,221,4916.2261,20,18,263.30884
2010,221,4916.2261,17,1,197.60541
2010,221,4916.2261,14,12,213.73419
2010,221,4916.2261,34,3,226.37038
2010,221,4916.2261,32,14,241.04904
2010,221,4916.2261,41,8,213.00674
2010,221,4916.2261,4,5,240.57489
2005,222,4728.6343,1,7,217.62514
2005,222,4728.6343,47,8,245.07126
2005,222,4728.6343,30,4,205.29173
2005,222,4728.6343,36,1,236.2506
2005,222,4728.6343,35,15,250.20767
2005,222,4728.6343,8,11,223.60292
2005,222,4728.6343,27,16,226.33418
2005,222,4728.6343,38,12,238.03304
2005,222,4728.6343,11,2,226.21649
2005,222,4728.6343,3,17,235.86273
2005,222,4728.6343,9,13,261.6423
2005,222,4728.6343,37,10,227.64186
2005,222,4728.6343,36,6,213.47437
2005,222,4728.6343,26,9,238.98967
2005,222,4728.6343,8,3,227.47064
2005,222,4728.6343,44,14,254.91959
2006,222,3271.4109,22,15,221.7043
2006,222,3271.4109,44,14,248.84727
2006,222,3271.4109,27,16,257.48578
2006,222,3271.4109,8,11,235.79326
2006,222,3271.4109,36,6,238.72285
2006,222,3271.4109,3,17,233.63985
2006,222,3271.4109,40,1,239.21556
2006,222,3271.4109,8,3,217.63521
2006,222,3271.4109,38,12,238.46284
2006,222,3271.4109,26,10,232.2128
2006,222,3271.4109,26,9,221.4061
2006,222,3271.4109,9,4,204.59418
2006,222,3271.4109,19,13,242.03644
2006,222,3271.4109,11,2,239.6544
2007,222,4410.4004,1,7,187.95766
2007,222,4410.4004,9,4,232.23972
2007,222,4410.4004,47,8,282.22003
2007,222,4410.4004,13,10,197.08641
2007,222,4410.4004,8,3,224.81795
2007,222,4410.4004,11,2,193.33699
2007,222,4410.4004,40,1,241.49937
2007,222,4410.4004,26,9,228.95013
2007,222,4410.4004,44,14,226.64806
2007,222,4410.4004,19,13,229.70523
2007,222,4410.4004,27,16,242.58551
2007,222,4410.4004,3,17,235.44743
2007,222,4410.4004,38,12,227.55444
2007,222,4410.4004,22,15,231.78902
2007,222,4410.4004,23,5,228.56239
2008,222,6470.5664,9,4,252.05685
2008,222,6470.5664,47,12,243.14125
2008,222,6470.5664,47,8,236.04248
2008,222,6470.5664,3,17,227.5407
2008,222,6470.5664,19,13,212.75871
2008,222,6470.5664,11,2,238.68912
2008,222,6470.5664,40,1,231.38843
2008,222,6470.5664,18,9,240.01259
2008,222,6470.5664,36,16,276.36911
2008,222,6470.5664,13,10,214.63385
2008,222,6470.5664,1,7,235.86353
2008,222,6470.5664,47,5,212.89511
2008,222,6470.5664,22,15,202.44879
2008,222,6470.5664,16,6,232.53442
2008,222,6470.5664,34,14,214.19133
2009,222,6573.8008,34,14,241.96954
2009,222,6573.8008,47,5,244.9084
2009,222,6573.8008,19,13,249.20439
2009,222,6573.8008,25,11,271.02042
2009,222,6573.8008,28,15,207.76231
2009,222,6573.8008,40,2,225.57613
2009,222,6573.8008,36,16,257.62814
2009,222,6573.8008,40,1,226.69759
2009,222,6573.8008,18,9,211.61578
2009,222,6573.8008,3,17,262.46027
2009,222,6573.8008,49,4,252.7323
2009,222,6573.8008,1,7,221.85939
2009,222,6573.8008,5,12,255.912
2009,222,6573.8008,47,8,213.85785
2009,222,6573.8008,16,6,230.59639
2010,222,6871.2266,3,17,234.91956
2010,222,6871.2266,1,7,213.95567
2010,222,6871.2266,24,16,266.59683
2010,222,6871.2266,40,2,244.93672
2010,222,6871.2266,47,8,244.87125
2010,222,6871.2266,49,4,209.26334
2010,222,6871.2266,28,15,246.96863
2010,222,6871.2266,47,5,231.00851
2010,222,6871.2266,19,13,254.66167
2010,222,6871.2266,40,1,238.06279
2010,222,6871.2266,25,11,226.26762
2010,222,6871.2266,16,6,273.11371
2010,222,6871.2266,5,12,203.60843
2010,222,6871.2266,34,14,255.08768
2010,222,6871.2266,18,9,242.44853
2010,222,6871.2266,8,3,285.45587
2010,223,3947.9329,12,3,214.68547
2010,223,3947.9329,27,10,261.97638
2010,223,3947.9329,37,5,230.90738
2010,223,3947.9329,48,4,220.26135
2010,223,3947.9329,5,12,205.43164
2010,223,3947.9329,13,8,217.96669
2010,223,3947.9329,5,11,220.76889
2010,223,3947.9329,2,9,235.26361
2010,223,3947.9329,14,7,234.75383
2010,223,3947.9329,34,1,211.12372
2010,223,3947.9329,12,6,245.29265
2010,223,3947.9329,40,2,217.45164
2010,223,3947.9329,16,13,232.04959
2000,224,4266.4351,30,10,241.53622
2000,224,4266.4351,42,5,247.29691
2000,224,4266.4351,1,14,241.55608
2000,224,4266.4351,20,11,216.34886
2000,224,4266.4351,21,3,222.93979
2000,224,4266.4351,22,13,253.99846
2000,224,4266.4351,32,9,250.27025
2000,224,4266.4351,9,6,204.81308
2000,224,4266.4351,26,2,197.39519
2000,224,4266.4351,23,4,240.41765
2000,224,4266.4351,48,8,234.6765
2000,224,4266.4351,45,1,239.00343
2000,224,4266.4351,28,12,231.98857
2000,224,4266.4351,30,7,244.19386
2001,224,2831.0903,1,8,241.76717
2001,224,2831.0903,1,14,233.18401
2001,224,2831.0903,39,3,229.55341
2001,224,2831.0903,42,5,255.48506
2001,224,2831.0903,26,2,227.05113
2001,224,2831.0903,23,4,224.36679
2001,224,2831.0903,27,10,237.78497
2001,224,2831.0903,13,13,249.22986
2001,224,2831.0903,32,9,247.94124
2001,224,2831.0903,8,12,214.17809
2001,224,2831.0903,20,11,232.8622
2001,224,2831.0903,9,6,237.68649
2002,224,3304.5698,1,14,254.05634
2002,224,3304.5698,20,11,253.05504
2002,224,3304.5698,32,9,232.79993
2002,224,3304.5698,9,6,261.9191
2002,224,3304.5698,1,8,238.16376
2002,224,3304.5698,23,4,202.67357
2002,224,3304.5698,30,7,250.14842
2002,224,3304.5698,14,1,236.47911
2002,224,3304.5698,26,2,242.62099
2002,224,3304.5698,13,13,257.10022
2002,224,3304.5698,27,10,230.92024
2002,224,3304.5698,37,3,219.77888
2002,224,3304.5698,42,5,211.29848
2002,224,3304.5698,8,12,213.55571
2003,224,2404.3604,20,11,260.68893
2003,224,2404.3604,36,4,201.30772
2003,224,2404.3604,27,10,240.155
2003,224,2404.3604,3,8,241.13191
2003,224,2404.3604,40,13,261.97647
2003,224,2404.3604,1,14,244.30713
2003,224,2404.3604,37,3,225.62729
2003,224,2404.3604,26,2,226.44658
2003,224,2404.3604,42,5,252.2986
2003,224,2404.3604,8,12,250.42076
2004,224,2574.7771,20,11,237.46191
2004,224,2574.7771,30,7,233.66606
2004,224,2574.7771,1,14,251.51987
2004,224,2574.7771,27,10,231.16362
2004,224,2574.7771,40,13,246.52731
2004,224,2574.7771,32,9,210.8327
2004,224,2574.7771,36,4,216.3089
2004,224,2574.7771,14,1,237.12755
2004,224,2574.7771,37,3,217.66991
2004,224,2574.7771,20,6,257.50009
2004,224,2574.7771,26,2,234.99913
2005,224,3073.1655,25,6,236.27238
2005,224,3073.1655,20,5,236.75351
2005,224,3073.1655,30,7,220.07878
2005,224,3073.1655,40,13,261.27472
2005,224,3073.1655,12,10,252.52638
2005,224,3073.1655,29,12,237.57646
2005,224,3073.1655,37,3,240.92303
2005,224,3073.1655,26,2,229.79266
2005,224,3073.1655,19,8,229.82979
2005,224,3073.1655,25,9,240.94112
2005,224,3073.1655,1,14,231.42271
2005,224,3073.1655,36,4,229.45975
2005,224,3073.1655,1,1,226.31433
2006,224,3143.0869,19,8,222.04166
2006,224,3143.0869,13,10,262.70056
2006,224,3143.0869,1,14,263.62234
2006,224,3143.0869,32,2,237.17361
2006,224,3143.0869,40,13,235.92644
2006,224,3143.0869,20,5,224.49565
2006,224,3143.0869,36,4,259.17148
2006,224,3143.0869,1,1,244.44249
2006,224,3143.0869,37,3,228.11588
2006,224,3143.0869,25,9,239.40485
2006,224,3143.0869,30,11,227.49747
2006,224,3143.0869,29,12,258.55966
2006,224,3143.0869,25,6,239.93491
2007,224,2935.5833,20,5,231.49518
2007,224,2935.5833,14,9,232.96904
2007,224,2935.5833,1,14,239.95872
2007,224,2935.5833,36,10,221.09041
2007,224,2935.5833,30,7,226.28516
2007,224,2935.5833,1,1,210.442
2007,224,2935.5833,30,11,232.1243
2007,224,2935.5833,28,3,212.76714
2007,224,2935.5833,36,4,200.60538
2007,224,2935.5833,25,6,230.44342
2007,224,2935.5833,29,12,256.70044
2007,224,2935.5833,19,8,220.32867
2007,224,2935.5833,38,13,220.37338
2008,224,2799.5486,33,2,205.86992
2008,224,2799.5486,1,14,244.06746
2008,224,2799.5486,19,8,227.17726
2008,224,2799.5486,1,1,226.61322
2008,224,2799.5486,36,4,250.69347
2008,224,2799.5486,38,13,256.16254
2008,224,2799.5486,21,5,232.51579
2008,224,2799.5486,1,10,223.63701
2008,224,2799.5486,30,6,235.42804
2008,224,2799.5486,30,11,223.58913
2008,224,2799.5486,30,7,216.17119
2008,224,2799.5486,29,12,257.62366
2009,224,2790.3079,38,13,256.70389
2009,224,2790.3079,29,12,238.19872
2009,224,2790.3079,30,6,242.21278
2009,224,2790.3079,14,9,216.80388
2009,224,2790.3079,1,10,252.60406
2009,224,2790.3079,28,3,233.67162
2009,224,2790.3079,21,5,228.87059
2009,224,2790.3079,1,14,256.29749
2009,224,2790.3079,26,2,206.54991
2009,224,2790.3079,19,8,220.68661
2009,224,2790.3079,1,1,217.71872
2009,224,2790.3079,36,4,219.98964
2000,225,3103.6331,3,4,234.20584
2000,225,3103.6331,47,5,224.36873
2000,225,3103.6331,36,6,235.7262
2000,225,3103.6331,35,7,255.43727
2000,225,3103.6331,1,1,210.94542
2000,225,3103.6331,34,2,230.32944
2000,225,3103.6331,2,8,242.4019
2000,225,3103.6331,12,3,234.73689
2000,225,3103.6331,23,9,235.48138
2001,225,3077.9817,34,2,222.43294
2001,225,3077.9817,3,4,243.87923
2001,225,3077.9817,2,8,234.40883
2001,225,3077.9817,12,3,242.46002
2001,225,3077.9817,47,5,227.58238
2001,225,3077.9817,1,1,216.69809
2001,225,3077.9817,2,6,216.05437
2001,225,3077.9817,35,7,249.38551
2001,225,3077.9817,23,9,225.08022
2002,225,1386.3717,43,9,235.97592
2002,225,1386.3717,35,7,238.66122
2002,225,1386.3717,1,1,225.10847
2002,225,1386.3717,34,2,213.5211
2002,225,1386.3717,3,4,229.94106
2002,225,1386.3717,2,8,243.16391
2003,225,2057.4111,16,8,225.86009
2003,225,2057.4111,29,5,245.75368
2003,225,2057.4111,35,7,226.90845
2003,225,2057.4111,1,1,215.68787
2003,225,2057.4111,31,6,222.45634
2003,225,2057.4111,2,2,229.08856
2003,225,2057.4111,3,4,219.58742
2003,225,2057.4111,43,9,239.12463
2003,225,2057.4111,13,3,232.94403
2004,225,2072.2544,3,4,232.90685
2004,225,2072.2544,1,1,221.78116
2004,225,2072.2544,13,3,241.82402
2004,225,2072.2544,2,2,222.72565
2004,225,2072.2544,16,8,229.87421
2004,225,2072.2544,29,5,231.61157
2004,225,2072.2544,43,9,229.8439
2004,225,2072.2544,31,6,231.30626
2004,225,2072.2544,35,7,230.38069
2005,225,1590.2314,2,2,240.48425
2005,225,1590.2314,35,7,235.57213
2005,225,1590.2314,1,1,204.51349
2005,225,1590.2314,31,6,229.57085
2005,225,1590.2314,29,5,230.73877
2005,225,1590.2314,13,3,230.46471
2005,225,1590.2314,16,8,218.88719
2006,225,2111.929,29,5,222.30231
2006,225,2111.929,1,1,223.83688
2006,225,2111.929,35,7,242.85242
2006,225,2111.929,31,6,228.70467
2006,225,2111.929,43,9,248.57867
2006,225,2111.929,2,2,233.27269
2006,225,2111.929,5,8,243.5161
2006,225,2111.929,41,4,228.20876
2006,225,2111.929,35,3,240.65657
2007,225,1831.172,41,4,224.24619
2007,225,1831.172,5,8,225.54541
2007,225,1831.172,43,9,223.88629
2007,225,1831.172,1,1,235.3465
2007,225,1831.172,44,7,227.62811
2007,225,1831.172,31,6,232.73163
2007,225,1831.172,29,5,233.39861
2007,225,1831.172,2,2,228.38927
2007,226,5627.2046,16,4,258.87341
2007,226,5627.2046,13,3,235.93852
2007,226,5627.2046,32,1,237.44012
2007,226,5627.2046,36,11,249.91585
2007,226,5627.2046,3,5,234.99271
2007,226,5627.2046,6,12,242.79874
2007,226,5627.2046,40,14,239.1743
2007,226,5627.2046,35,8,245.35468
2007,226,5627.2046,25,15,257.01547
2007,226,5627.2046,49,6,249.92671
2007,226,5627.2046,44,2,237.85901
2007,226,5627.2046,27,10,231.90895
2007,226,5627.2046,46,16,246.63275
2007,226,5627.2046,19,9,221.11288
2007,226,5627.2046,40,13,238.26021
2008,226,6523.0293,19,9,238.23074
2008,226,6523.0293,24,15,230.42786
2008,226,6523.0293,39,11,275.96426
2008,226,6523.0293,23,4,212.76221
2008,226,6523.0293,32,1,229.91676
2008,226,6523.0293,40,13,218.3521
2008,226,6523.0293,6,12,224.55682
2008,226,6523.0293,8,5,241.92284
2008,226,6523.0293,13,3,209.51976
2008,226,6523.0293,35,8,229.56992
2008,226,6523.0293,49,6,233.03194
2008,226,6523.0293,44,2,254.19984
2008,226,6523.0293,27,10,245.55705
2008,226,6523.0293,46,16,235.69052
2008,226,6523.0293,50,14,243.32683
2009,226,7530.854,14,17,220.76108
2009,226,7530.854,49,6,229.07413
2009,226,7530.854,32,1,264.73309
2009,226,7530.854,44,2,248.31842
2009,226,7530.854,23,4,212.88145
2009,226,7530.854,19,7,217.34012
2009,226,7530.854,40,13,236.04012
2009,226,7530.854,10,15,237.82532
2009,226,7530.854,46,8,233.97961
2009,226,7530.854,39,11,223.84528
2009,226,7530.854,50,14,252.66966
2009,226,7530.854,8,5,223.43704
2009,226,7530.854,46,16,232.2939
2009,226,7530.854,6,12,251.91905
2009,226,7530.854,19,9,245.73569
2010,226,6855.3916,29,3,229.25157
2010,226,6855.3916,39,11,228.81569
2010,226,6855.3916,6,12,250.20758
2010,226,6855.3916,19,7,246.87158
2010,226,6855.3916,40,13,222.62988
2010,226,6855.3916,34,4,241.16719
2010,226,6855.3916,27,10,242.07356
2010,226,6855.3916,33,15,273.20959
2010,226,6855.3916,50,14,255.55676
2010,226,6855.3916,49,6,221.80736
2010,226,6855.3916,14,17,250.03302
2010,226,6855.3916,44,16,266.99387
2010,226,6855.3916,32,1,245.09792
2010,226,6855.3916,46,8,214.53514
2010,226,6855.3916,8,5,258.17343
2010,226,6855.3916,34,2,208.96722
2000,227,1696.0703,48,1,231.69521
2000,227,1696.0703,8,4,231.24771
2000,227,1696.0703,18,3,233.12747
2001,227,2712.1709,18,3,244.88901
2001,227,2712.1709,48,4,232.49467
2001,227,2712.1709,48,1,234.7872
