year,state_seller,sector_seller,seller,state_buyer,sector_buyer,buyer,amount
1999,8,16,188,7,18,714,158.25645
1995,8,16,188,2,18,719,147.83553
1999,8,16,188,10,1,723,139.04497
1998,8,16,188,3,18,736,170.50078
1998,8,16,188,10,1,783,164.27022
1997,8,16,188,14,8,792,158.11476
1996,8,16,188,5,12,798,143.82887
1996,8,16,188,9,10,804,145.30095
1998,8,16,188,7,20,811,173.53831
1997,8,16,188,5,11,812,137.58543
2000,8,16,188,5,11,812,159.44609
2000,8,16,188,8,20,833,174.26068
1999,8,16,188,8,20,833,179.19209
1999,8,16,188,5,9,840,166.94104
1996,8,16,188,3,15,841,158.65173
1995,8,16,188,8,13,844,179.22392
1997,8,16,188,9,8,847,154.22505
1997,8,16,188,9,8,847,179.64063
1996,8,16,188,10,17,885,174.84682
1996,8,16,188,3,20,887,172.12651
1996,12,8,189,1,17,18,75.331009
1996,12,8,189,4,13,32,76.619087
1999,12,8,189,4,2,34,58.222393
2000,12,8,189,15,11,35,92.019485
2000,12,8,189,15,15,41,71.993843
1997,12,8,189,4,12,43,91.734505
1996,12,8,189,8,17,60,96.392433
2000,12,8,189,5,11,73,76.429604
1999,12,8,189,2,16,108,92.292763
1996,12,8,189,2,16,108,92.226524
1998,12,8,189,12,14,116,106.42894
1998,12,8,189,5,7,139,98.254745
1996,12,8,189,10,4,142,104.72814
1997,12,8,189,1,1,194,73.862953
1997,12,8,189,6,4,195,105.26196
1996,12,8,189,10,11,209,103.21127
1997,12,8,189,6,15,235,116.07655
1996,12,8,189,10,18,265,125.53578
1997,12,8,189,8,16,275,120.94515
1997,12,8,189,11,5,288,111.68475
1995,12,8,189,5,17,294,113.74456
1998,12,8,189,2,12,326,113.32097
1996,12,8,189,5,20,388,138.56943
1998,12,8,189,6,12,400,118.68283
1997,12,8,189,4,9,422,118.75548
1998,12,8,189,4,18,423,129.94679
1996,12,8,189,9,5,426,120.50747
2000,12,8,189,10,12,448,117.92491
1995,12,8,189,10,15,456,125.62589
1999,12,8,189,2,9,460,99.34864
1999,12,8,189,14,11,481,125.43552
1997,12,8,189,12,15,496,135.22108
1998,12,8,189,15,11,497,147.49907
1996,12,8,189,5,18,500,132.28412
1998,12,8,189,9,16,501,121.2709
1995,12,8,189,9,16,501,140.36249
1996,12,8,189,9,3,510,109.21537
1996,12,8,189,10,12,514,135.1801
1998,12,8,189,8,19,520,150.52361
1997,12,8,189,6,13,530,118.16549
1997,12,8,189,14,17,534,141.75473
2000,12,8,189,10,20,537,140.61504
1995,12,8,189,11,6,539,147.97821
2000,12,8,189,15,1,540,120.52816
2000,12,8,189,13,3,561,141.18582
2000,12,8,189,14,4,566,139.54124
1999,12,8,189,4,4,568,116.57265
1995,12,8,189,5,11,582,138.05157
1997,12,8,189,1,2,584,118.59898
1998,12,8,189,7,14,591,150.98064
1995,12,8,189,12,17,599,144.06987
1995,12,8,189,13,20,600,160.44479
1998,12,8,189,15,14,609,152.8941
1995,12,8,189,10,19,611,130.5385
1997,12,8,189,12,7,613,124.32531
1995,12,8,189,2,20,617,141.80014
1995,12,8,189,9,8,647,143.96675
1998,12,8,189,6,11,651,136.80186
1997,12,8,189,6,11,651,148.19589
1999,12,8,189,6,20,653,141.99654
1996,12,8,189,3,16,656,139.70895
2000,12,8,189,9,12,661,155.71471
2000,12,8,189,9,11,678,156.674
1995,12,8,189,1,3,685,128.98845
1997,12,8,189,4,15,688,144.74838
2000,12,8,189,13,19,689,160.85002
1995,12,8,189,13,19,689,144.55873
1997,12,8,189,4,15,696,142.34987
1998,12,8,189,2,4,698,123.26122
2000,12,8,189,1,2,720,130.11757
1995,12,8,189,10,7,727,148.4901
1996,12,8,189,2,5,728,145.92816
1999,12,8,189,6,13,730,155.45128
1995,12,8,189,11,3,738,132.54631
1997,12,8,189,10,7,741,158.67262
1996,12,8,189,6,10,761,155.53287
1998,12,8,189,4,3,794,154.02637
1996,12,8,189,13,10,800,169.01003
1996,12,8,189,11,4,820,128.8987
1997,12,8,189,15,3,821,145.59036
1995,12,8,189,8,20,833,167.40912
1999,12,8,189,8,2,834,150.11389
1995,12,8,189,8,3,848,163.3492
1995,12,8,189,5,10,877,152.90462
1999,12,8,189,9,14,878,159.71817
1996,12,8,189,2,1,890,154.56024
1998,12,8,189,7,6,893,173.37482
1996,12,8,189,14,3,896,161.85036
2000,12,8,189,8,11,900,170.97302
1996,12,12,190,11,16,4,91.873482
1995,12,12,190,14,20,13,109.5442
1998,12,12,190,4,13,32,86.078545
1995,12,12,190,10,18,48,81.430542
1999,12,12,190,14,18,52,96.464531
1995,12,12,190,14,6,75,88.886978
1995,12,12,190,1,6,76,66.39138
1996,12,12,190,11,9,81,72.423508
1996,12,12,190,8,5,84,110.65392
2000,12,12,190,8,2,115,91.004974
1996,12,12,190,11,6,127,99.186867
1998,12,12,190,14,4,131,98.599899
2000,12,12,190,7,6,143,87.692856
1997,12,12,190,4,8,156,94.239265
1995,12,12,190,13,1,159,102.74897
1996,12,12,190,14,8,165,104.24725
1995,12,12,190,11,7,167,86.479874
1998,12,12,190,8,8,178,88.645515
1997,12,12,190,5,11,186,114.89648
1998,12,12,190,8,16,188,118.06596
1998,12,12,190,1,1,194,71.820625
1996,12,12,190,15,12,204,94.546638
1999,12,12,190,11,12,210,109.20846
1998,12,12,190,8,8,230,103.69934
1999,12,12,190,4,18,236,118.19808
1999,12,12,190,10,16,240,123.74645
1999,12,12,190,8,14,244,115.1852
1999,12,12,190,14,12,252,127.67494
1995,12,12,190,2,13,263,118.04913
1998,12,12,190,15,20,268,136.03113
1999,12,12,190,13,18,273,140.00125
1996,12,12,190,3,13,276,112.65551
1998,12,12,190,11,20,280,117.53818
1995,12,12,190,9,8,285,99.85434
1996,12,12,190,6,5,296,106.72015
1999,12,12,190,8,9,303,109.59737
1998,12,12,190,12,5,307,101.24831
1997,12,12,190,14,17,325,128.78207
2000,12,12,190,6,18,327,120.52779
1997,12,12,190,8,13,336,119.43282
1999,12,12,190,4,6,340,92.602005
1999,12,12,190,12,15,344,122.45525
2000,12,12,190,2,10,347,102.495
1998,12,12,190,8,15,352,110.18953
1996,12,12,190,10,8,379,105.4395
2000,12,12,190,10,14,393,96.505508
1996,12,12,190,7,12,411,144.54475
2000,12,12,190,10,9,427,118.08819
2000,12,12,190,10,9,427,136.94547
1996,12,12,190,2,9,436,131.57022
1998,12,12,190,7,3,451,120.50523
1995,12,12,190,9,8,462,119.12152
1995,12,12,190,13,13,476,141.90924
2000,12,12,190,8,14,486,131.77977
1999,12,12,190,13,6,493,149.46263
1997,12,12,190,12,15,496,139.26151
2000,12,12,190,1,11,503,134.47594
2000,12,12,190,9,3,510,134.87723
1999,12,12,190,9,13,517,124.47003
1996,12,12,190,14,12,533,154.24396
1997,12,12,190,10,20,537,150.92117
1996,12,12,190,7,8,559,131.84651
1999,12,12,190,11,8,564,143.87679
2000,12,12,190,15,9,573,134.60187
1997,12,12,190,2,16,575,142.70311
2000,12,12,190,5,20,579,150.11453
1999,12,12,190,3,8,585,132.69696
1999,12,12,190,3,11,619,139.9407
1996,12,12,190,2,9,626,152.07396
1997,12,12,190,11,6,629,123.09999
1999,12,12,190,13,1,652,141.61839
1997,12,12,190,11,10,655,147.13029
1997,12,12,190,13,10,664,163.66391
1998,12,12,190,1,10,668,125.6507
1996,12,12,190,13,6,686,144.20782
1995,12,12,190,4,4,691,138.02309
1998,12,12,190,14,15,697,163.13628
1999,12,12,190,9,6,700,154.26677
1996,12,12,190,11,13,701,161.60818
1997,12,12,190,12,18,706,165.63756
1996,12,12,190,3,6,707,153.03024
1998,12,12,190,15,17,708,162.64526
1999,12,12,190,14,20,711,163.37538
2000,12,12,190,9,8,739,161.70215
2000,12,12,190,9,8,739,144.57591
1995,12,12,190,12,18,744,184.17812
1997,12,12,190,6,10,761,149.86314
1998,12,12,190,3,15,764,165.81616
1996,12,12,190,7,1,777,140.92444
1999,12,12,190,12,9,799,149.47414
1995,12,12,190,7,16,813,182.70801
1995,12,12,190,1,18,816,158.98021
2000,12,12,190,8,20,833,181.7112
1995,12,12,190,8,19,852,177.54315
1999,12,12,190,11,12,872,186.14693
2000,12,12,190,9,2,880,149.71361
1997,12,12,190,3,20,887,174.59979
1996,12,12,190,15,11,889,191.88658
1997,11,2,191,7,5,15,76.971344
1999,11,2,191,9,16,29,88.733673
2000,11,2,191,15,15,41,113.48024
1996,11,2,191,4,14,50,75.643433
2000,11,2,191,8,17,60,67.716309
1996,11,2,191,15,17,69,89.884659
2000,11,2,191,9,18,70,92.765549
1995,11,2,191,5,8,71,65.616661
1998,11,2,191,11,1,88,76.855759
1997,11,2,191,14,4,96,81.86496
2000,11,2,191,15,14,104,106.50575
1995,11,2,191,1,14,106,77.256126
1995,11,2,191,13,14,110,88.536644
1999,11,2,191,8,16,125,78.849304
1998,11,2,191,11,15,133,93.431206
1999,11,2,191,4,8,156,55.15414
1998,11,2,191,4,19,185,93.798584
1999,11,2,191,12,8,189,86.45327
1998,11,2,191,11,18,206,86.430649
1997,11,2,191,3,9,213,82.019211
1998,11,2,191,6,15,235,108.11021
1996,11,2,191,4,7,237,87.555275
2000,11,2,191,13,12,246,115.39777
1996,11,2,191,7,19,250,102.81891
2000,11,2,191,1,18,253,95.847824
1997,11,2,191,1,4,254,80.859886
2000,11,2,191,7,16,262,84.643593
1997,11,2,191,9,4,290,112.85649
2000,11,2,191,9,7,291,106.22259
1998,11,2,191,6,12,295,98.355721
1996,11,2,191,12,15,318,98.951385
1995,11,2,191,13,20,320,125.46737
1999,11,2,191,8,12,339,113.5244
1997,11,2,191,1,17,349,105.06911
1996,11,2,191,1,19,354,109.92519
2000,11,2,191,8,4,360,110.83945
1995,11,2,191,4,19,376,107.55341
1997,11,2,191,8,20,381,94.974884
2000,11,2,191,6,15,391,108.40694
1998,11,2,191,13,10,395,112.25736
1995,11,2,191,11,2,409,93.46769
1995,11,2,191,7,12,411,103.94228
1996,11,2,191,13,10,415,132.91498
1995,11,2,191,15,3,461,124.30166
1999,11,2,191,9,8,462,114.87897
1995,11,2,191,12,7,472,125.35227
1995,11,2,191,14,19,485,142.591
1998,11,2,191,15,11,497,132.57657
1995,11,2,191,5,18,500,115.36512
1996,11,2,191,11,1,504,121.28713
2000,11,2,191,8,10,507,135.3382
1997,11,2,191,11,17,528,124.30624
1998,11,2,191,6,13,530,105.71526
1996,11,2,191,6,13,530,124.70916
1995,11,2,191,11,1,532,116.84108
1997,11,2,191,6,12,556,116.88686
1995,11,2,191,14,4,566,122.81811
1999,11,2,191,15,9,573,156.69981
1998,11,2,191,15,9,573,130.45428
1998,11,2,191,11,2,574,109.37453
1996,11,2,191,1,6,620,117.2312
2000,11,2,191,10,5,624,118.26309
2000,11,2,191,11,15,632,141.16255
2000,11,2,191,13,15,633,150.31718
1995,11,2,191,11,16,634,156.93994
1995,11,2,191,11,16,634,149.46672
1996,11,2,191,3,11,641,151.3065
1999,11,2,191,13,10,664,135.62917
1997,11,2,191,11,17,675,153.72466
1999,11,2,191,3,20,682,148.80566
2000,11,2,191,14,14,694,154.08047
1996,11,2,191,14,15,697,138.02219
1997,11,2,191,15,8,722,143.74222
1997,11,2,191,14,6,731,156.14754
2000,11,2,191,14,1,759,153.35051
2000,11,2,191,7,17,762,157.56476
1997,11,2,191,11,9,787,144.24414
2000,11,2,191,14,20,803,173.8273
1996,11,2,191,1,18,816,156.4393
1998,11,2,191,15,3,821,154.61311
1996,11,2,191,1,3,829,141.00276
1998,11,2,191,3,1,862,156.3378
2000,11,2,191,6,20,871,149.13333
2000,11,2,191,10,17,885,171.94128
1996,11,2,191,3,20,887,180.0834
1997,11,2,191,3,9,894,145.91887
2000,7,11,192,10,15,7,96.034714
1997,7,11,192,1,17,18,85.982132
2000,7,11,192,1,17,19,75.788574
1999,7,11,192,8,19,21,74.641739
1998,7,11,192,9,16,29,83.005959
1996,7,11,192,9,16,29,78.254036
1996,7,11,192,14,19,31,92.630463
1996,7,11,192,4,14,33,80.395004
1996,7,11,192,5,20,38,77.195107
2000,7,11,192,3,5,42,69.658127
1995,7,11,192,2,4,45,60.521885
1995,7,11,192,15,18,66,104.53559
1998,7,11,192,14,6,74,70.32235
1998,7,11,192,1,6,76,94.526588
1999,7,11,192,10,14,78,103.78619
1997,7,11,192,1,2,98,67.320023
1999,7,11,192,8,2,115,85.143204
1999,7,11,192,8,1,130,78.153564
1995,7,11,192,4,3,147,83.619041
1998,7,11,192,3,6,150,63.951756
1997,7,11,192,3,6,150,91.374329
2000,7,11,192,10,3,151,82.907356
1997,7,11,192,14,12,162,101.06062
1995,7,11,192,9,10,172,106.214
1996,7,11,192,5,11,186,90.984978
1999,7,11,192,2,3,218,67.953575
1997,7,11,192,5,14,233,108.49411
2000,7,11,192,6,15,235,99.862511
1999,7,11,192,1,4,254,87.970108
1999,7,11,192,1,15,255,103.4473
1998,7,11,192,1,15,255,113.11556
1999,7,11,192,10,6,264,105.70824
1998,7,11,192,11,20,281,118.15498
1997,7,11,192,11,5,282,111.79658
1995,7,11,192,11,5,288,99.102356
1998,7,11,192,9,4,290,92.224815
2000,7,11,192,12,15,318,111.20775
1996,7,11,192,9,9,346,117.39206
1997,7,11,192,9,1,353,120.45147
2000,7,11,192,8,4,360,108.97237
2000,7,11,192,4,19,376,114.9863
1995,7,11,192,15,5,396,116.19719
1998,7,11,192,3,5,402,93.075356
1998,7,11,192,5,20,416,116.73863
1995,7,11,192,4,9,422,120.71074
1999,7,11,192,10,5,431,123.11437
1995,7,11,192,12,13,438,124.25167
2000,7,11,192,14,13,465,135.51012
1996,7,11,192,9,5,470,128.91841
1999,7,11,192,4,13,473,135.08467
1998,7,11,192,2,6,474,125.13438
2000,7,11,192,1,19,484,125.06294
1996,7,11,192,1,12,494,112.78608
1998,7,11,192,9,16,501,122.50076
1998,7,11,192,7,16,506,128.12109
1997,7,11,192,6,3,555,125.50374
1996,7,11,192,6,3,555,107.58873
1999,7,11,192,6,3,555,101.42918
1997,7,11,192,7,8,559,153.19725
1998,7,11,192,10,5,571,124.94617
1995,7,11,192,11,5,576,125.89448
1996,7,11,192,3,16,580,118.13585
2000,7,11,192,3,16,583,135.83443
1998,7,11,192,11,11,592,143.11121
1998,7,11,192,5,6,603,118.70493
1997,7,11,192,13,8,604,141.01259
1995,7,11,192,4,5,614,134.10251
1999,7,11,192,2,20,617,151.68678
1995,7,11,192,12,6,625,150.63913
1995,7,11,192,5,2,645,138.91927
1999,7,11,192,11,17,662,142.28862
1995,7,11,192,1,11,673,138.80148
1998,7,11,192,13,19,689,168.90483
1995,7,11,192,12,12,695,171.94366
2000,7,11,192,2,6,712,133.63202
1995,7,11,192,10,11,718,162.5428
1999,7,11,192,1,9,735,151.05138
1999,7,11,192,1,9,735,140.54849
1999,7,11,192,15,15,747,174.94043
1999,7,11,192,9,1,760,139.94272
1996,7,11,192,5,9,767,147.52052
1999,7,11,192,1,7,786,145.22531
1995,7,11,192,12,9,799,160.45859
1995,7,11,192,12,9,799,171.57373
1997,7,11,192,2,1,817,134.70544
1997,7,11,192,12,14,824,188.45757
1996,7,11,192,15,9,828,156.95264
1997,7,11,192,1,3,829,126.08477
1998,7,11,192,9,12,842,176.0211
2000,7,11,192,2,5,856,171.71915
1998,7,11,192,3,1,862,178.06458
1995,7,11,192,7,2,867,157.17929
1996,7,11,192,9,8,874,154.17336
1995,7,11,192,9,14,878,177.84824
1997,7,11,192,3,10,883,162.10576
2000,7,11,192,15,6,884,154.98299
1995,7,11,192,10,17,885,153.95399
1995,7,11,192,15,2,886,172.33487
1995,7,11,192,3,20,887,186.56828
1998,7,11,192,2,4,898,140.10518
2000,9,6,193,15,9,5,71.791039
2000,9,6,193,12,13,6,71.203781
1999,9,6,193,10,15,7,71.782394
1998,9,6,193,4,10,9,85.421051
1997,9,6,193,14,5,23,64.202049
2000,9,6,193,3,9,83,72.210716
1997,9,6,193,3,20,87,88.183617
1997,9,6,193,8,5,90,78.06115
1996,9,6,193,14,4,96,88.734413
1997,9,6,193,3,15,100,76.272652
1997,9,6,193,8,2,115,85.378677
1998,9,6,193,12,4,121,84.877235
1998,9,6,193,14,1,129,81.69899
1997,9,6,193,11,7,167,85.471474
1998,9,6,193,13,11,169,107.76758
1995,9,6,193,12,2,175,74.92878
1997,9,6,193,5,11,186,94.275551
1995,9,6,193,11,2,191,77.228455
1996,9,6,193,1,1,194,59.992146
1997,9,6,193,9,20,208,89.310295
1997,9,6,193,3,12,215,78.924835
2000,9,6,193,5,15,221,106.65364
1995,9,6,193,2,10,223,107.71734
1998,9,6,193,4,1,232,78.676414
1996,9,6,193,4,7,237,86.154213
1997,9,6,193,7,17,247,120.74948
1997,9,6,193,7,19,250,95.555794
2000,9,6,193,14,2,257,88.881737
2000,9,6,193,13,13,271,113.59165
1995,9,6,193,3,13,276,96.920784
1999,9,6,193,11,20,281,114.14438
1995,9,6,193,4,2,284,100.39101
1995,9,6,193,5,17,294,112.43085
1995,9,6,193,9,8,301,106.48727
1999,9,6,193,2,13,316,97.452827
1996,9,6,193,5,8,319,102.01246
1998,9,6,193,1,2,331,88.02993
1997,9,6,193,14,6,351,120.87598
1995,9,6,193,8,15,352,113.82935
1998,9,6,193,11,2,373,98.431473
1998,9,6,193,11,16,385,122.69639
2000,9,6,193,7,10,386,103.27604
1997,9,6,193,10,14,393,98.663383
1997,9,6,193,15,5,396,113.84988
1997,9,6,193,13,15,401,115.17045
1998,9,6,193,3,14,403,115.9622
1995,9,6,193,2,6,412,110.9772
2000,9,6,193,9,5,470,113.12157
1995,9,6,193,11,17,491,145.06981
1995,9,6,193,1,12,494,107.98351
2000,9,6,193,9,3,510,118.93016
1996,9,6,193,9,13,517,123.24632
1997,9,6,193,14,17,534,145.31703
2000,9,6,193,1,1,536,131.99927
1999,9,6,193,7,7,544,128.36096
1998,9,6,193,1,19,565,129.53014
1996,9,6,193,11,5,576,149.54025
1999,9,6,193,5,20,579,146.18892
2000,9,6,193,2,2,590,125.2324
2000,9,6,193,6,7,597,123.23915
1996,9,6,193,15,2,602,118.24426
1997,9,6,193,15,2,602,126.0463
1999,9,6,193,5,6,603,115.36672
1996,9,6,193,5,6,603,129.74081
2000,9,6,193,10,4,607,127.74848
1996,9,6,193,3,11,619,131.46548
1995,9,6,193,1,6,620,122.47716
1997,9,6,193,11,15,632,155.51984
1996,9,6,193,11,2,639,130.94168
1999,9,6,193,6,17,642,135.16205
1997,9,6,193,6,11,651,136.72565
1998,9,6,193,11,17,675,149.57016
1996,9,6,193,2,9,681,135.09811
1995,9,6,193,3,20,682,128.55127
1999,9,6,193,15,14,683,151.14764
1998,9,6,193,7,3,717,124.8437
1998,9,6,193,2,5,728,138.32257
1995,9,6,193,9,2,737,127.5807
1997,9,6,193,9,8,739,134.7578
1996,9,6,193,2,13,745,138.629
1996,9,6,193,15,15,747,146.98669
1995,9,6,193,7,20,749,163.02106
2000,9,6,193,7,20,749,170.68123
1998,9,6,193,15,18,758,145.02693
1998,9,6,193,15,18,758,164.44003
1999,9,6,193,8,17,765,157.56001
2000,9,6,193,8,17,765,144.66551
1995,9,6,193,4,7,772,148.59843
1997,9,6,193,1,11,776,138.50499
1996,9,6,193,4,10,797,133.23767
1997,9,6,193,5,12,798,142.70541
1996,9,6,193,12,9,799,148.7328
2000,9,6,193,7,16,813,155.40063
1997,9,6,193,7,16,813,173.60704
2000,9,6,193,1,18,816,159.39799
1995,9,6,193,13,14,822,164.80261
1995,9,6,193,9,19,830,178.21834
1998,9,6,193,15,13,850,162.12326
1995,9,6,193,6,14,854,151.01753
1998,9,6,193,14,12,858,160.72365
1997,9,6,193,13,5,860,169.3589
1998,9,6,193,5,12,861,170.47667
2000,9,6,193,10,4,870,163.75787
1998,9,6,193,14,13,873,165.21901
1999,9,6,193,10,17,885,187.02235
1995,9,6,193,7,6,893,155.77078
1995,1,1,194,10,15,7,58.240211
1995,1,1,194,10,15,7,58.952557
2000,1,1,194,11,15,16,80.111946
1996,1,1,194,13,7,26,54.427902
1999,1,1,194,1,16,44,62.50563
2000,1,1,194,12,8,61,73.939362
1999,1,1,194,10,11,63,58.427521
1998,1,1,194,8,16,93,62.269978
1997,1,1,194,10,5,97,49.747383
1997,1,1,194,15,15,109,80.017563
1998,1,1,194,15,10,119,90.785088
1998,1,1,194,8,15,141,66.320129
2000,1,1,194,10,4,142,65.476509
1995,1,1,194,13,20,160,93.984894
1997,1,1,194,11,19,170,93.024155
1998,1,1,194,9,10,172,90.583633
1997,1,1,194,4,19,185,89.28775
1998,1,1,194,5,13,187,83.662804
1997,1,1,194,5,13,187,75.200745
1996,1,1,194,3,6,196,82.519814
2000,1,1,194,6,1,197,71.800682
1996,1,1,194,7,12,199,76.746643
1995,1,1,194,8,14,203,69.293213
1998,1,1,194,10,11,209,88.343681
1998,1,1,194,10,11,209,60.259769
1995,1,1,194,4,1,232,72.209656
1997,1,1,194,5,14,233,84.610283
1995,1,1,194,6,15,235,95.329597
1997,1,1,194,8,5,242,74.687912
1997,1,1,194,1,15,255,70.309494
2000,1,1,194,5,20,258,100.4493
2000,1,1,194,6,3,266,71.270866
1998,1,1,194,11,20,281,101.6905
1997,1,1,194,3,5,283,99.68988
1998,1,1,194,9,8,285,108.94309
1997,1,1,194,9,4,290,74.047142
1999,1,1,194,6,5,296,89.903076
1998,1,1,194,8,14,299,77.155334
1999,1,1,194,2,10,300,88.471275
1998,1,1,194,14,7,308,93.756256
1999,1,1,194,15,2,332,93.597954
2000,1,1,194,5,18,343,114.18814
1996,1,1,194,9,14,356,106.43028
1997,1,1,194,8,2,378,110.7633
1995,1,1,194,1,15,380,114.53912
1998,1,1,194,13,18,390,93.914558
1998,1,1,194,15,5,392,101.80253
1998,1,1,194,7,6,398,86.614296
1997,1,1,194,11,10,405,102.28754
1995,1,1,194,2,7,435,100.65701
1995,1,1,194,7,18,467,108.50346
1998,1,1,194,9,3,469,87.320198
1998,1,1,194,12,7,472,104.03442
1997,1,1,194,12,7,472,101.78441
1996,1,1,194,4,13,473,107.65206
1998,1,1,194,15,11,497,129.27869
1997,1,1,194,15,5,513,106.53147
1999,1,1,194,15,5,513,112.63739
1995,1,1,194,5,7,515,119.40742
1997,1,1,194,14,17,534,109.30765
1996,1,1,194,15,10,553,110.30177
1995,1,1,194,7,8,559,119.22308
1998,1,1,194,11,2,563,108.53258
1996,1,1,194,10,5,571,103.66933
1996,1,1,194,9,20,589,121.83287
1999,1,1,194,1,5,595,100.70622
1997,1,1,194,13,20,600,141.25381
1998,1,1,194,15,2,602,109.18885
1997,1,1,194,4,7,627,132.38782
1999,1,1,194,11,15,632,126.12157
1998,1,1,194,8,6,644,112.93736
1997,1,1,194,11,1,659,105.89667
2000,1,1,194,14,3,665,138.92337
1995,1,1,194,15,7,666,125.67764
1995,1,1,194,13,19,689,125.15069
1997,1,1,194,4,15,696,129.50905
2000,1,1,194,12,18,706,147.01205
1995,1,1,194,6,1,716,132.98018
1997,1,1,194,10,11,718,109.24426
2000,1,1,194,12,11,721,142.53725
2000,1,1,194,2,5,728,123.77343
2000,1,1,194,10,12,732,137.50954
2000,1,1,194,1,9,735,116.9749
2000,1,1,194,10,7,741,134.4151
1995,1,1,194,12,18,744,140.83795
1996,1,1,194,15,15,747,171.83427
1996,1,1,194,4,16,780,133.62564
1999,1,1,194,9,6,784,136.20769
1996,1,1,194,5,12,798,141.46516
1995,1,1,194,9,10,804,131.26433
2000,1,1,194,9,10,804,139.69902
1998,1,1,194,8,2,834,123.64632
2000,1,1,194,7,16,835,138.40683
1995,1,1,194,5,15,899,162.56041
1995,6,4,195,4,10,9,63.281391
1999,6,4,195,2,4,45,70.061188
1996,6,4,195,13,17,47,80.154243
1998,6,4,195,8,17,60,67.084526
1999,6,4,195,9,18,70,93.330086
1999,6,4,195,3,20,87,85.904251
2000,6,4,195,15,15,109,83.651436
1995,6,4,195,8,15,141,88.287636
1998,6,4,195,2,12,157,83.793022
1998,6,4,195,12,8,189,97.282249
2000,6,4,195,12,12,190,86.966133
1998,6,4,195,6,2,198,62.420624
2000,6,4,195,5,10,212,99.532982
2000,6,4,195,4,12,225,115.64695
1998,6,4,195,12,8,226,89.142883
1998,6,4,195,2,17,234,94.093124
1996,6,4,195,8,14,244,83.028259
1997,6,4,195,13,12,246,95.998123
1998,6,4,195,7,17,247,78.442406
1999,6,4,195,5,13,270,106.94547
1996,6,4,195,11,20,281,110.48425
1995,6,4,195,9,8,301,82.942162
1998,6,4,195,11,19,302,104.31287
1996,6,4,195,4,11,306,104.62141
1998,6,4,195,12,5,307,100.44257
2000,6,4,195,9,9,346,84.778786
1999,6,4,195,2,10,347,96.997673
2000,6,4,195,1,17,349,103.96026
1996,6,4,195,8,4,360,93.263603
1996,6,4,195,14,2,377,103.21579
1998,6,4,195,8,2,378,96.619194
1998,6,4,195,7,10,386,105.48081
1996,6,4,195,6,2,387,98.153488
1995,6,4,195,5,7,397,101.01109
1999,6,4,195,11,9,406,114.17555
2000,6,4,195,7,12,411,103.84324
2000,6,4,195,2,6,430,100.25423
1997,6,4,195,7,4,432,107.96699
1997,6,4,195,9,1,459,103.38174
1999,6,4,195,14,13,465,112.41776
1996,6,4,195,14,11,481,135.10257
1997,6,4,195,13,6,493,131.75108
1997,6,4,195,6,6,495,130.96762
1999,6,4,195,15,11,497,123.29224
1995,6,4,195,8,19,520,113.42624
1998,6,4,195,12,17,542,147.37242
1998,6,4,195,7,14,546,101.90066
1996,6,4,195,13,3,561,120.16109
1998,6,4,195,7,19,567,143.55463
2000,6,4,195,4,14,569,115.53035
1999,6,4,195,1,2,593,106.51167
1996,6,4,195,15,2,602,128.87534
2000,6,4,195,11,16,634,149.50258
1998,6,4,195,2,17,637,126.35375
1998,6,4,195,3,11,641,114.11475
1996,6,4,195,11,17,675,137.89243
2000,6,4,195,13,19,689,141.48482
1995,6,4,195,11,8,692,141.09349
1995,6,4,195,4,12,693,129.17995
1998,6,4,195,14,14,694,139.25551
1999,6,4,195,14,15,697,153.10405
2000,6,4,195,1,2,720,114.45486
1996,6,4,195,1,19,743,152.32942
1995,6,4,195,1,19,743,136.34027
1996,6,4,195,2,13,745,154.35754
1995,6,4,195,15,15,747,154.23729
1995,6,4,195,11,2,750,131.6328
1995,6,4,195,11,2,750,117.61119
1996,6,4,195,9,17,757,150.10878
1999,6,4,195,3,15,764,135.15086
1999,6,4,195,5,9,767,122.31277
1997,6,4,195,12,13,825,162.51308
2000,6,4,195,11,17,826,150.09686
2000,6,4,195,1,10,836,136.6925
2000,6,4,195,8,13,844,136.84621
1995,6,4,195,9,8,847,160.44615
1997,6,4,195,15,9,853,145.83669
1996,6,4,195,11,12,872,170.3362
1996,6,4,195,14,13,873,175.239
1996,6,4,195,9,13,882,161.91531
1998,6,4,195,2,1,890,141.64386
2000,6,4,195,5,15,899,153.03851
1996,6,4,195,5,15,899,149.90016
1995,3,6,196,10,17,30,77.263756
1998,3,6,196,2,17,37,80.506485
2000,3,6,196,4,12,43,65.082268
1999,3,6,196,13,17,47,82.924339
1995,3,6,196,3,7,54,49.137882
2000,3,6,196,10,11,63,78.693169
1997,3,6,196,13,3,79,72.678108
1995,3,6,196,2,18,80,61.061825
2000,3,6,196,10,11,89,60.81226
1995,3,6,196,11,12,91,98.457924
1998,3,6,196,8,16,93,89.462112
1996,3,6,196,4,19,94,93.087906
1996,3,6,196,7,2,95,62.244602
1999,3,6,196,7,15,114,87.529007
1999,3,6,196,15,10,119,90.22673
1999,3,6,196,5,13,120,77.325233
1996,3,6,196,8,16,125,86.220085
1996,3,6,196,1,18,144,81.764374
1998,3,6,196,8,8,178,97.100212
1997,3,6,196,8,16,188,102.85132
1996,3,6,196,7,12,199,94.512787
1999,3,6,196,8,14,214,92.412621
